chr	pos	strand	Zm_shoot_1	Zm_shoot_2	Zm_root_1	Zm_root_2
10	82052455	+	0	1	0	0
10	82057789	+	2	3	0	0
10	82060546	+	1	1	0	0
10	82118209	+	0	2	0	0
10	82118967	-	2	0	0	0
10	82132131	-	0	1	0	0
10	82132132	-	0	3	0	0
10	82187409	-	0	1	0	0
10	82188550	+	0	1	0	0
10	82189960	+	0	2	0	0
10	82351347	+	0	4	0	0
10	82695964	-	2	1	0	0
10	82851076	-	0	2	0	0
10	82851077	-	1	0	0	0
10	82868952	-	1	0	0	0
10	83225127	+	3	0	0	0
10	83267900	+	0	2	0	0
10	83322167	+	0	1	0	0
10	83431386	+	2	0	0	0
10	83432319	+	1	0	0	0
10	83432812	+	0	1	0	0
10	83432816	+	0	12	0	0
10	83432832	+	1	0	0	0
10	83433136	-	2	0	0	0
10	83460824	+	0	2	0	0
10	83469866	+	0	4	0	0
10	83469968	+	0	13	0	0
10	83470244	+	1	0	0	0
10	83470249	-	2	2	0	0
10	83552446	+	1	1	0	0
10	83561194	+	2	2	0	0
10	83682705	-	0	1	0	0
10	83683269	+	1	0	0	0
10	83684544	+	4	13	0	0
10	83684984	+	2	0	0	0
10	83685270	+	0	4	0	0
10	83755741	+	0	2	0	0
10	83848787	-	1	0	0	0
10	83896161	-	1	0	0	0
10	84172125	+	0	2	0	0
10	84250045	-	1	0	0	0
10	84250070	-	1	0	0	0
10	84254054	-	0	1	0	0
10	84258123	-	1	0	0	0
10	84259617	-	2	0	0	0
10	84259668	-	0	1	0	0
10	84259669	-	1	6	0	0
10	84437897	-	1	0	0	0
10	84621963	+	0	1	0	0
10	84689920	+	1	5	0	0
10	85023094	+	0	1	0	0
10	85028023	+	2	2	0	0
10	85198237	-	0	4	0	0
10	85206340	-	0	2	0	0
10	85206978	-	0	2	0	0
10	85338297	-	0	1	0	0
10	85513086	-	0	1	0	0
10	85597278	-	2	0	0	0
10	85597943	+	0	2	0	0
10	85606553	-	1	2	0	0
10	85653094	+	0	1	0	0
10	85658350	+	1	0	0	0
10	85727512	+	1	6	0	0
10	85848559	+	0	2	0	0
10	86333684	-	0	2	0	0
10	86427984	+	0	1	0	0
10	86428092	+	0	1	0	0
10	86428331	+	5	11	0	0
10	86430688	+	1	0	0	0
10	86430721	+	1	0	0	0
10	86430751	+	0	1	0	0
10	86430784	+	7	16	0	0
10	86431108	+	2	4	0	0
10	86434204	-	2	0	0	0
10	86435891	-	1	0	0	0
10	86437833	+	0	3	0	0
10	86444017	-	1	1	0	0
10	86713450	-	0	1	0	0
10	86721033	-	0	1	0	0
10	86721034	-	0	5	0	0
10	87000039	+	1	0	0	0
10	87000195	+	0	1	0	0
10	87103914	+	0	1	0	0
10	87105799	+	2	0	0	0
10	87108794	-	1	0	0	0
10	87194522	-	0	1	0	0
10	87210473	+	0	1	0	0
10	87317226	+	1	0	0	0
10	87434444	+	0	1	0	0
10	87704776	+	0	1	0	0
10	87704863	+	1	0	0	0
10	87705432	+	0	1	0	0
10	87744222	-	1	0	0	0
10	87803339	+	0	1	0	0
10	87804545	-	0	1	0	0
10	87932613	-	1	0	0	0
10	87939603	-	1	0	0	0
10	87943862	+	136	25	0	0
10	87944996	+	8	14	0	0
10	87946033	-	1	0	0	0
10	88131792	+	1	0	0	0
10	88206183	+	1	0	0	0
10	88303241	+	0	1	0	0
10	88417508	+	0	1	0	0
10	88421692	-	0	1	0	0
10	88478455	+	0	1	0	0
10	88584545	-	1	2	0	0
10	88623611	-	1	1	0	0
10	88629450	-	0	1	0	0
10	88629452	-	1	5	0	0
10	88629741	-	0	1	0	0
10	88629902	-	0	1	0	0
10	88767352	+	1	0	0	0
10	88873192	+	1	0	0	0
10	88966345	-	1	10	0	0
10	89224585	-	0	1	0	0
10	89233987	-	0	1	0	0
10	89379194	-	0	5	0	0
10	89383080	+	0	2	0	0
10	89427449	+	0	2	0	0
10	89431209	+	0	1	0	0
10	89553507	+	0	1	0	0
10	89626660	-	0	1	0	0
10	89674036	-	0	1	0	0
10	89687941	-	1	0	0	0
10	89759372	-	1	0	0	0
10	89832554	-	1	0	0	0
10	89835522	-	1	0	0	0
10	89936054	+	0	2	0	0
10	89997891	-	0	1	0	0
10	89998413	-	1	2	0	0
10	90003238	+	1	0	0	0
10	90236803	+	1	0	0	0
10	90257193	-	2	7	0	0
10	90259346	-	1	5	0	0
10	90310432	-	1	0	0	0
10	90354966	+	5	30	0	0
10	90494530	-	1	0	0	0
10	90556321	+	0	1	0	0
10	90778168	+	3	0	0	0
10	90829533	-	1	0	0	0
10	90851089	-	1	1	0	0
10	90890100	-	0	4	0	0
10	90914426	-	1	0	0	0
10	91099284	+	0	1	0	0
10	91177452	-	3	0	0	0
10	91187264	+	0	2	0	0
10	91215126	+	1	2	0	0
10	91240978	+	0	1	0	0
10	91515294	-	1	0	0	0
10	91599466	-	0	1	0	0
10	91730095	-	0	1	0	0
10	91794395	+	0	1	0	0
10	91969986	-	1	1	0	0
10	91970045	+	1	1	0	0
10	91970048	+	0	1	0	0
10	92149044	-	2	1	0	0
10	92551163	-	1	0	0	0
10	92794198	+	0	1	0	0
10	93038287	-	1	1	0	0
10	93817930	+	1	0	0	0
10	94014414	-	1	0	0	0
10	94014520	-	1	0	0	0
10	94014676	+	0	1	0	0
10	94259717	+	0	1	0	0
10	94264750	-	1	0	0	0
10	94272848	-	0	1	0	0
10	94604257	+	0	1	0	0
10	94620734	-	5	4	0	0
10	94697369	-	0	1	0	0
10	94714314	-	0	1	0	0
10	94715127	+	1	0	0	0
10	94916983	-	2	6	0	0
10	94916984	-	0	6	0	0
10	94979473	-	0	1	0	0
10	95056675	-	1	1	0	0
10	95056677	-	0	5	0	0
10	95138226	-	0	1	0	0
10	95138228	-	0	1	0	0
10	95138746	-	1	0	0	0
10	95139323	-	0	1	0	0
10	95139476	-	2	0	0	0
10	95359242	+	0	2	0	0
10	95397029	-	1	0	0	0
10	95416364	+	0	7	0	0
10	95451408	-	0	1	0	0
10	95569746	+	0	1	0	0
10	95909562	-	0	1	0	0
10	95932420	-	0	1	0	0
10	96084867	+	1	1	0	0
10	96108810	+	0	1	0	0
10	96329281	-	0	1	0	0
10	96336088	+	1	0	0	0
10	96338427	-	0	1	0	0
10	96353189	-	1	0	0	0
10	96397237	+	0	1	0	0
10	96615666	+	1	2	0	0
10	96772375	+	0	1	0	0
10	96775586	-	0	2	0	0
10	96853414	-	0	1	0	0
10	96853517	+	2	1	0	0
10	96853835	-	0	1	0	0
10	96853838	-	1	1	0	0
10	97157666	-	0	1	0	0
10	97377764	+	1	0	0	0
10	97379841	+	1	0	0	0
10	97386647	+	0	2	0	0
10	97396002	-	0	1	0	0
10	97396003	-	5	24	0	0
10	97396004	-	0	1	0	0
10	97465799	-	0	1	0	0
10	97465802	-	1	1	0	0
10	97465953	-	0	1	0	0
10	97564077	+	1	1	0	0
10	97743471	+	0	1	0	0
10	97769417	+	2	4	0	0
10	98013192	-	2	10	0	0
10	98090794	+	1	0	0	0
10	98150649	+	1	0	0	0
10	98233270	-	0	2	0	0
10	98393226	+	1	0	0	0
10	98516155	-	0	1	0	0
10	98516283	+	0	1	0	0
10	98719319	-	1	0	0	0
10	98729766	+	0	1	0	0
10	98818255	-	0	2	0	0
10	98868827	+	2	13	0	0
10	99119203	+	1	0	0	0
10	99122094	-	0	1	0	0
10	99220594	+	1	0	0	0
10	99221588	-	1	0	0	0
10	99627103	-	1	0	0	0
10	99750693	-	1	0	0	0
10	99756901	-	0	3	0	0
10	99760153	-	1	3	0	0
10	99807835	+	0	1	0	0
10	99811187	-	0	1	0	0
10	99910967	+	0	1	0	0
10	100012042	+	0	9	0	0
10	100034843	-	0	1	0	0
10	100042092	+	0	1	0	0
10	100398969	+	71	48	0	0
10	100707234	-	0	1	0	0
10	100715482	-	0	1	0	0
10	100739300	-	0	3	0	0
10	100921555	+	1	0	0	0
10	101171876	+	0	7	0	0
10	101173132	+	1	0	0	0
10	101177344	-	0	1	0	0
10	101290290	+	9	0	0	0
10	101299302	-	0	1	0	0
10	101413653	-	3	6	0	0
10	101580267	+	0	1	0	0
10	101589710	-	0	1	0	0
10	101666247	+	1	0	0	0
10	101666366	+	1	0	0	0
10	101733079	-	0	1	0	0
10	101879745	-	0	1	0	0
10	101879842	-	2	0	0	0
10	101885671	-	1	1	0	0
10	101904878	+	0	1	0	0
10	101908285	-	0	2	0	0
10	101913390	-	1	4	0	0
10	102064475	-	1	1	0	0
10	102072219	+	0	1	0	0
10	102335919	-	0	1	0	0
10	102382815	+	0	1	0	0
10	102504021	+	1	0	0	0
10	102504066	+	0	1	0	0
10	103240840	-	2	1	0	0
10	103240987	-	4	6	0	0
10	103380461	-	1	0	0	0
10	103440261	-	0	1	0	0
10	103521766	+	0	2	0	0
10	103736500	+	1	0	0	0
10	103866168	-	4	0	0	0
10	104007622	+	2	10	0	0
10	104009717	-	1	0	0	0
10	104009753	+	0	1	0	0
10	104013809	+	4	23	0	0
10	104201942	+	0	1	0	0
10	104202043	-	0	1	0	0
10	104202066	-	1	0	0	0
10	104249567	-	0	1	0	0
10	104279458	+	0	1	0	0
10	104281175	+	1	0	0	0
10	104281954	-	0	1	0	0
10	104502404	+	0	2	0	0
10	104683353	-	0	1	0	0
10	104749516	-	1	0	0	0
10	104870128	+	0	1	0	0
10	105199578	-	0	1	0	0
10	105234892	+	0	1	0	0
10	105298261	-	2	1	0	0
10	105316753	-	1	0	0	0
10	105321869	-	0	1	0	0
10	105326115	+	0	1	0	0
10	105376923	-	0	1	0	0
10	105637882	-	0	1	0	0
10	105776168	-	0	3	0	0
10	105836441	-	0	2	0	0
10	105894172	+	1	1	0	0
10	105896093	+	0	3	0	0
10	105921453	+	0	1	0	0
10	105934689	+	0	1	0	0
10	105936876	-	0	1	0	0
10	106122444	-	0	1	0	0
10	106339522	-	0	1	0	0
10	106445977	+	0	1	0	0
10	106454283	-	2	4	0	0
10	106573408	+	0	2	0	0
10	106630246	+	0	1	0	0
10	107465655	-	0	1	0	0
10	107602589	+	0	2	0	0
10	107602629	+	1	0	0	0
10	107602630	+	0	3	0	0
10	107619875	-	0	3	0	0
10	107780138	+	1	0	0	0
10	107823007	+	0	1	0	0
10	107823183	-	1	1	0	0
10	107828865	-	0	1	0	0
10	107917959	+	0	2	0	0
10	107917962	+	1	0	0	0
10	108049851	-	0	1	0	0
10	108077152	-	0	3	0	0
10	108078667	-	0	1	0	0
10	108125250	-	0	3	0	0
10	108187615	+	0	1	0	0
10	108393322	+	0	1	0	0
10	108393434	+	1	0	0	0
10	108393519	+	0	1	0	0
10	108393592	+	0	1	0	0
10	108394417	+	2	0	0	0
10	108394952	+	0	1	0	0
10	108395021	+	1	0	0	0
10	108395494	+	0	2	0	0
10	108436806	-	0	4	0	0
10	108436809	-	0	2	0	0
10	108436996	-	0	1	0	0
10	108593833	-	0	1	0	0
10	109031973	+	0	1	0	0
10	109150348	+	0	3	0	0
10	109150528	+	0	1	0	0
10	109150774	+	1	0	0	0
10	109151057	+	0	2	0	0
10	109232301	-	1	0	0	0
10	109356611	+	0	1	0	0
10	109356614	+	1	15	0	0
10	109388172	+	0	8	0	0
10	109404044	+	0	1	0	0
10	109817477	+	2	7	0	0
10	109817604	-	1	7	0	0
10	109818016	-	0	4	0	0
10	109820672	+	2	0	0	0
10	109820684	+	1	0	0	0
10	109913559	+	0	1	0	0
10	109913590	+	0	1	0	0
10	109913819	+	1	0	0	0
10	109913896	+	0	1	0	0
10	109913905	+	0	1	0	0
10	109914067	-	0	1	0	0
10	109914355	+	0	1	0	0
10	110218331	+	6	17	0	0
10	110218334	+	2	2	0	0
10	110218519	-	1	0	0	0
10	110219041	+	0	1	0	0
10	110251567	-	1	0	0	0
10	110315415	-	1	0	0	0
10	110640273	+	0	2	0	0
10	110854841	-	1	0	0	0
10	111017518	+	1	0	0	0
10	111020329	+	1	0	0	0
10	111166197	-	0	2	0	0
10	111167153	+	0	2	0	0
10	111261938	-	1	0	0	0
10	111262431	-	0	2	0	0
10	111262432	-	2	3	0	0
10	111262464	-	0	2	0	0
10	111262500	-	1	3	0	0
10	111306991	+	3	0	0	0
10	111329751	-	0	1	0	0
10	111383907	-	0	1	0	0
10	111577360	-	0	1	0	0
10	111638926	-	0	1	0	0
10	111713322	+	1	1	0	0
10	111799548	+	1	0	0	0
10	111872286	+	0	1	0	0
10	112010096	+	253	9	0	0
10	112055821	+	1	0	0	0
10	112136151	+	0	2	0	0
10	112324779	+	1	0	0	0
10	112421233	-	0	1	0	0
10	112421310	-	8	32	0	0
10	112421311	-	0	2	0	0
10	112597340	+	0	1	0	0
10	112606854	-	0	1	0	0
10	113009518	+	1	0	0	0
10	113103480	-	3	0	0	0
10	113414359	+	1	0	0	0
10	113484404	+	0	2	0	0
10	113731125	-	0	12	0	0
10	113732630	+	0	1	0	0
10	113732848	+	2	2	0	0
10	113734681	-	1	12	0	0
10	113734682	-	0	7	0	0
10	113734683	-	0	11	0	0
10	113852272	-	0	1	0	0
10	113858540	-	0	1	0	0
10	113944468	+	1	0	0	0
10	113945504	-	1	0	0	0
10	113954394	-	0	1	0	0
10	113961069	-	0	1	0	0
10	114204503	+	1	3	0	0
10	114204549	+	0	1	0	0
10	114204596	+	0	1	0	0
10	114204695	+	4	31	0	0
10	114207500	-	1	0	0	0
10	114216018	+	0	1	0	0
10	114316395	-	1	0	0	0
10	114375901	+	0	1	0	0
10	114503320	-	0	1	0	0
10	114530368	-	1	0	0	0
10	114531495	-	13	91	0	0
10	114675742	+	0	1	0	0
10	114676320	+	0	7	0	0
10	114874005	-	0	1	0	0
10	114889952	+	0	1	0	0
10	115142797	+	0	2	0	0
10	115287828	+	0	1	0	0
10	115387162	-	0	1	0	0
10	115450996	+	0	1	0	0
10	115451018	+	0	1	0	0
10	115480154	+	0	5	0	0
10	115492784	+	0	2	0	0
10	115492828	+	0	1	0	0
10	115538699	+	0	2	0	0
10	115597474	+	73	395	0	0
10	115604896	-	0	8	0	0
10	115957663	+	1	0	0	0
10	115967739	-	0	1	0	0
10	116023877	-	1	0	0	0
10	116026247	-	0	1	0	0
10	116026469	-	1	0	0	0
10	116077804	-	0	1	0	0
10	116077811	-	1	0	0	0
10	116077873	-	0	1	0	0
10	116077920	-	0	1	0	0
10	116077921	-	2	0	0	0
10	116078144	-	2	1	0	0
10	116252618	-	1	0	0	0
10	116314849	-	0	6	0	0
10	116362586	+	1	0	0	0
10	116441600	+	0	5	0	0
10	116885379	+	1	0	0	0
10	116913038	-	1	0	0	0
10	117222377	-	0	1	0	0
10	117340052	-	1	0	0	0
10	117340492	-	1	0	0	0
10	117343756	-	0	1	0	0
10	117344078	-	0	2	0	0
10	117470850	+	0	1	0	0
10	117484506	-	13	8	0	0
10	117586782	-	0	1	0	0
10	117592892	+	0	1	0	0
10	117593724	+	0	2	0	0
10	117594072	+	1	0	0	0
10	117597756	-	0	1	0	0
10	117644532	+	1	0	0	0
10	117666545	+	0	3	0	0
10	117919430	+	2	2	0	0
10	117941917	-	0	1	0	0
10	117942797	+	0	1	0	0
10	118014372	+	1	1	0	0
10	118120838	-	0	1	0	0
10	118179153	-	1	9	0	0
10	118435949	+	2	0	0	0
10	118582890	+	0	1	0	0
10	118785683	+	0	1	0	0
10	118849154	+	0	1	0	0
10	118939264	+	1	1	0	0
10	118969009	-	0	1	0	0
10	118983543	+	5	9	0	0
10	119007880	-	0	3	0	0
10	119008713	+	0	4	0	0
10	119433540	+	0	1	0	0
10	119470559	+	1	0	0	0
10	119490357	-	0	1	0	0
10	119496641	+	0	3	0	0
10	119576848	+	2	0	0	0
10	119688855	-	0	1	0	0
10	119689214	+	1	0	0	0
10	119698325	+	1	5	0	0
10	119779450	-	0	1	0	0
10	119843461	-	1	5	0	0
10	119843476	-	0	2	0	0
10	119843477	-	0	1	0	0
10	119843495	-	0	1	0	0
10	119843496	-	0	9	0	0
10	119843497	-	0	1	0	0
10	119843498	-	0	2	0	0
10	119843503	-	0	3	0	0
10	119843616	-	0	2	0	0
10	119843670	-	0	7	0	0
10	119843671	-	0	5	0	0
10	119843701	-	0	5	0	0
10	119922877	+	3	5	0	0
10	119924042	+	1	0	0	0
10	119970222	-	0	1	0	0
10	119972690	+	0	1	0	0
10	119979608	-	2	0	0	0
10	120237524	-	0	1	0	0
10	120303308	-	0	5	0	0
10	120514692	-	1	0	0	0
10	120611448	-	0	1	0	0
10	120691969	-	0	1	0	0
10	120692357	-	0	2	0	0
10	120693611	+	0	1	0	0
10	120693911	-	1	0	0	0
10	120695729	-	0	1	0	0
10	120696116	-	0	2	0	0
10	120762829	-	0	1	0	0
10	120772938	+	4	17	0	0
10	120773068	-	0	1	0	0
10	120774053	+	0	2	0	0
10	120775421	+	0	3	0	0
10	120796200	+	0	1	0	0
10	120804749	+	0	1	0	0
10	120843497	+	11	0	0	0
10	120907751	+	0	1	0	0
10	120907813	-	0	3	0	0
10	120964563	+	0	2	0	0
10	120965772	+	1	0	0	0
10	120965781	+	3	7	0	0
10	121275299	-	1	2	0	0
10	121307093	+	1	0	0	0
10	121311035	-	1	2	0	0
10	121314845	-	0	1	0	0
10	121330182	+	0	1	0	0
10	121348137	+	0	3	0	0
10	121390836	+	0	8	0	0
10	121397640	-	1	3	0	0
10	121533217	-	2	8	0	0
10	121533218	-	1	0	0	0
10	121535656	-	0	3	0	0
10	121535659	-	0	4	0	0
10	121770866	-	24	58	0	0
10	121771336	-	0	7	0	0
10	122165539	+	1	0	0	0
10	122250175	+	0	5	0	0
10	122273117	+	0	1	0	0
10	122273248	-	1	0	0	0
10	122273355	-	0	1	0	0
10	122273425	-	0	2	0	0
10	122274496	+	3	15	0	0
10	122276541	+	0	1	0	0
10	122276683	-	0	1	0	0
10	122289383	+	1	0	0	0
10	122401361	-	0	2	0	0
10	122717934	-	1	0	0	0
10	122804845	+	1	0	0	0
10	122822637	-	0	2	0	0
10	122829862	-	0	3	0	0
10	122973690	+	0	1	0	0
10	122973705	+	0	1	0	0
10	122973762	+	0	1	0	0
10	122973925	+	1	3	0	0
10	122973972	+	3	1	0	0
10	122973981	+	5	2	0	0
10	122975081	+	2	1	0	0
10	122975084	+	0	3	0	0
10	122975155	+	1	1	0	0
10	122975225	+	0	1	0	0
10	122975228	+	0	2	0	0
10	122975282	+	1	1	0	0
10	122975339	+	0	1	0	0
10	123039022	-	0	1	0	0
10	123127244	-	1	0	0	0
10	123210205	-	0	1	0	0
10	123347975	-	0	4	0	0
10	123351842	-	0	2	0	0
10	123392796	-	1	0	0	0
10	123392954	+	0	1	0	0
10	123464213	-	0	1	0	0
10	123464215	-	0	1	0	0
10	123591957	-	0	1	0	0
10	123596025	-	0	1	0	0
10	123596048	-	1	0	0	0
10	123598006	-	0	1	0	0
10	123598334	-	0	1	0	0
10	123696343	+	0	1	0	0
10	123831600	+	0	1	0	0
10	123831603	+	0	2	0	0
10	123831611	+	0	1	0	0
10	123834245	-	0	1	0	0
10	123848277	+	0	1	0	0
10	124078776	+	0	1	0	0
10	124079707	-	0	2	0	0
10	124084277	-	0	1	0	0
10	124115421	-	0	1	0	0
10	124117438	+	0	1	0	0
10	124340257	+	1	0	0	0
10	124342404	-	0	4	0	0
10	124344001	+	10	1	0	0
10	124348502	-	0	1	0	0
10	124348516	-	0	2	0	0
10	124355069	-	0	1	0	0
10	124448233	-	0	2	0	0
10	124448502	-	8	27	0	0
10	124448504	-	0	1	0	0
10	124544260	-	4	0	0	0
10	124701614	-	0	1	0	0
10	124753139	-	0	2	0	0
10	124756785	+	0	1	0	0
10	125134415	+	0	2	0	0
10	125174031	-	1	0	0	0
10	125235610	+	0	1	0	0
10	125323993	+	0	1	0	0
10	125327267	+	2	2	0	0
10	125846093	+	0	1	0	0
10	125848432	+	1	0	0	0
10	125944400	+	0	1	0	0
10	125955804	-	1	0	0	0
10	125957022	-	1	1	0	0
10	125972426	-	0	2	0	0
10	125990033	-	0	1	0	0
10	125995027	-	1	0	0	0
10	126041429	-	0	1	0	0
10	126041721	-	0	4	0	0
10	126041871	-	1	0	0	0
10	126041936	+	0	2	0	0
10	126047403	+	1	0	0	0
10	126154642	+	1	0	0	0
10	126155861	+	1	4	0	0
10	126303068	+	0	2	0	0
10	126303074	+	0	1	0	0
10	126304940	+	0	1	0	0
10	126488328	-	1	1	0	0
10	126515570	+	1	0	0	0
10	126606587	+	0	7	0	0
10	126891534	-	0	1	0	0
10	126912433	-	1	0	0	0
10	126935714	-	0	1	0	0
10	126951337	-	5	1	0	0
10	126952435	+	0	1	0	0
10	127007562	-	0	2	0	0
10	127060160	+	0	2	0	0
10	127149000	+	1	2	0	0
10	127201157	+	1	0	0	0
10	127247033	-	0	3	0	0
10	127270218	-	0	1	0	0
10	127281032	-	0	1	0	0
10	127281762	+	0	2	0	0
10	127282069	+	0	2	0	0
10	127283838	-	0	1	0	0
10	127284900	-	3	0	0	0
10	127361610	+	1	6	0	0
10	127361613	+	0	1	0	0
10	127361713	+	0	1	0	0
10	127378934	-	0	4	0	0
10	127382194	+	2	0	0	0
10	127384888	-	2	0	0	0
10	127384890	-	3	28	0	0
10	127388719	+	62	49	0	0
10	127443333	+	0	1	0	0
10	127449218	-	1	0	0	0
10	127463468	+	1	8	0	0
10	127549791	-	0	1	0	0
10	127590292	+	1	0	0	0
10	127592660	+	1	0	0	0
10	127593654	-	0	1	0	0
10	127613381	+	0	1	0	0
10	127634999	-	1	0	0	0
10	127644922	-	0	1	0	0
10	127852055	+	0	2	0	0
10	127887063	+	1	0	0	0
10	127942194	+	2	0	0	0
10	127959555	+	0	1	0	0
10	128010003	+	1	0	0	0
10	128010343	-	0	1	0	0
10	128010347	-	1	1	0	0
10	128010412	-	0	1	0	0
10	128010414	-	0	1	0	0
10	128010513	+	1	0	0	0
10	128016493	+	3	1	0	0
10	128041326	+	2	1	0	0
10	128047515	-	2	0	0	0
10	128128902	+	0	1	0	0
10	128132135	+	0	1	0	0
10	128335373	+	0	1	0	0
10	128336620	+	0	3	0	0
10	128395678	-	0	1	0	0
10	128610908	-	1	0	0	0
10	128612031	+	5	0	0	0
10	128613891	+	96	182	0	0
10	128613894	+	111	79	0	0
10	128903587	-	1	3	0	0
10	128990164	-	0	1	0	0
10	129032876	-	1	0	0	0
10	129034040	+	0	3	0	0
10	129045454	+	0	1	0	0
10	129145303	-	1	0	0	0
10	129224972	+	1	0	0	0
10	129226123	+	0	1	0	0
10	129226685	+	0	1	0	0
10	129288933	+	4	0	0	0
10	129292777	+	0	1	0	0
10	129482770	+	0	1	0	0
10	129487076	+	0	1	0	0
10	129543378	-	1	0	0	0
10	129587524	+	0	2	0	0
10	129592821	-	1	1	0	0
10	129610541	-	0	5	0	0
10	129944016	+	0	1	0	0
10	129952517	+	1	0	0	0
10	130059661	-	0	2	0	0
10	130090577	+	0	1	0	0
10	130097013	-	0	1	0	0
10	130253667	+	0	1	0	0
10	130258183	+	1	0	0	0
10	130305009	-	4	1	0	0
10	130307359	-	2	4	0	0
10	130307849	+	2	5	0	0
10	130308807	+	0	7	0	0
10	130329676	+	1	4	0	0
10	130427530	-	0	1	0	0
10	130427540	-	1	0	0	0
10	130534997	-	2	0	0	0
10	130534998	-	1	0	0	0
10	130535090	-	0	1	0	0
10	130535091	-	0	1	0	0
10	130535094	-	0	1	0	0
10	130535204	-	0	4	0	0
10	130535210	-	0	2	0	0
10	130640572	+	0	1	0	0
10	130648129	+	0	1	0	0
10	130648272	+	1	1	0	0
10	130722370	-	0	1	0	0
10	130722371	-	1	0	0	0
10	130745665	-	0	3	0	0
10	130836603	+	0	2	0	0
10	130848889	+	0	4	0	0
10	130848892	+	0	3	0	0
10	130851421	+	0	2	0	0
10	130851678	+	0	1	0	0
10	130914409	+	0	2	0	0
10	130937888	+	0	1	0	0
10	130938292	-	0	1	0	0
10	130987727	+	0	1	0	0
10	131067295	-	1	0	0	0
10	131072566	-	0	2	0	0
10	131093016	-	0	1	0	0
10	131213402	+	0	2	0	0
10	131394385	+	0	2	0	0
10	131529719	-	0	1	0	0
10	131817009	+	0	1	0	0
10	131817020	+	0	2	0	0
10	131824375	-	1	0	0	0
10	131911817	-	1	0	0	0
10	131922764	-	0	1	0	0
10	132029459	+	0	1	0	0
10	132033207	+	0	2	0	0
10	132033341	+	1	0	0	0
10	132083365	-	0	2	0	0
10	132121222	-	0	1	0	0
10	132202121	-	1	2	0	0
10	132267903	+	0	8	0	0
10	132276962	-	1	0	0	0
10	132279079	+	1	5	0	0
10	132367812	-	2	7	0	0
10	132370614	-	1	0	0	0
10	132397089	+	0	4	0	0
10	132444149	+	0	1	0	0
10	132446668	+	0	1	0	0
10	132446681	+	0	1	0	0
10	132447248	-	1	5	0	0
10	132537737	-	1	2	0	0
10	132548634	-	0	1	0	0
10	132554592	-	0	1	0	0
10	132565954	+	3	1	0	0
10	132575140	+	0	1	0	0
10	132634604	+	0	3	0	0
10	132635033	+	0	1	0	0
10	132635984	+	0	1	0	0
10	132643523	-	0	1	0	0
10	132667930	-	0	1	0	0
10	132925642	-	0	1	0	0
10	132925659	-	0	1	0	0
10	132925666	-	0	2	0	0
10	132936882	-	0	1	0	0
10	132937569	-	0	2	0	0
10	132976493	+	0	3	0	0
10	133134216	+	0	2	0	0
10	133136282	-	0	1	0	0
10	133174813	+	0	2	0	0
10	133269450	+	2	8	0	0
10	133293133	-	0	1	0	0
10	133294326	-	0	1	0	0
10	133294500	+	0	1	0	0
10	133297025	+	3	0	0	0
10	133334555	-	0	1	0	0
10	133337846	-	0	1	0	0
10	133350891	-	1	0	0	0
10	133350894	-	0	1	0	0
10	133352993	-	1	0	0	0
10	133354036	-	2	0	0	0
10	133354037	-	3	31	0	0
10	133391966	+	0	1	0	0
10	133392696	+	0	1	0	0
10	133392952	+	0	1	0	0
10	133394858	-	0	1	0	0
10	133395000	-	1	0	0	0
10	133439486	-	3	0	0	0
10	133492947	-	0	1	0	0
10	133527775	-	0	6	0	0
10	133574320	+	1	4	0	0
10	133578807	+	2	0	0	0
10	133728529	-	0	2	0	0
10	133767926	-	0	3	0	0
10	133767927	-	1	0	0	0
10	133843710	+	1	0	0	0
10	133844127	-	0	1	0	0
10	134013746	-	1	0	0	0
10	134015960	+	1	0	0	0
10	134016891	-	2	0	0	0
10	134016894	-	0	1	0	0
10	134061257	-	0	1	0	0
10	134069092	-	0	1	0	0
10	134077924	+	0	2	0	0
10	134078179	+	0	1	0	0
10	134118726	+	0	2	0	0
10	134423868	+	0	1	0	0
10	134434932	+	0	2	0	0
10	134436397	+	0	1	0	0
10	134459222	-	0	1	0	0
10	134481596	-	0	2	0	0
10	134481646	+	1	0	0	0
10	134519999	+	0	3	0	0
10	134520148	+	1	0	0	0
10	134520441	+	0	3	0	0
10	134520568	+	2	0	0	0
10	134520583	+	0	2	0	0
10	134522390	+	1	0	0	0
10	134624864	-	0	1	0	0
10	134944129	+	10	18	0	0
10	134944514	-	0	1	0	0
10	135019966	+	0	2	0	0
10	135079419	+	1	0	0	0
10	135151523	+	0	1	0	0
10	135155435	+	0	2	0	0
10	135391257	+	4	41	0	0
10	135514629	-	0	1	0	0
10	135603118	-	1	0	0	0
10	135649690	+	1	4	0	0
10	135702260	+	0	1	0	0
10	135703522	-	1	0	0	0
10	135704384	+	0	3	0	0
10	135713874	+	1	0	0	0
10	135825328	+	1	0	0	0
10	135825382	+	0	1	0	0
10	136030049	-	0	2	0	0
10	136083021	-	0	1	0	0
10	136095465	-	2	1	0	0
10	136100839	-	2	1	0	0
10	136108108	-	0	1	0	0
10	136110593	-	2	0	0	0
10	136131554	-	3	4	0	0
10	136141560	-	1	0	0	0
10	136141828	-	0	1	0	0
10	136240609	+	0	3	0	0
10	136270226	+	0	2	0	0
10	136318618	-	1	0	0	0
10	136319717	-	0	1	0	0
