# HOMER Peaks
# Peak finding parameters:
# tag directory = posFile_91_92/
#
# total peaks = 27084
# peak size = 150
# peaks found separately for each strand
# minimum distance between peaks = 300
# fragment length = 0
# genome size = 2000000000
# Total tags = 5988795.0
# Total tags in peaks = 5289437.0
# Approximate IP efficiency = 88.32%
# tags per bp = 0.002994
# expected tags per peak = 0.225
# maximum tags considered per bp = 0.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 1.470486e-07
# FDR tag threshold = 6.0
# number of putative peaks = 34369
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 7285
#
# cmd = findPeaks posFile_91_92/ -style tss -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Dispersion Ratio	Periodic Ratio
9-1269	9	154577640	154577790	-	41.7	0.923	25.000000	6.36	1.07e-12	0.526316	0.222222
1-2736	1	4234603	4234753	+	40.1	0.923	25.000000	92.71	1.02e-38	0.500000	0.400000
1-2780	1	11175146	11175296	+	40.1	0.840	24.000000	46.35	1.32e-31	0.833333	0.750000
1-2781	1	12166993	12167143	-	40.1	0.240	24.000000	6.35	3.08e-12	0.411765	0.400000
1-2783	1	18136217	18136367	+	40.1	0.880	24.000000	225.14	6.72e-48	0.652174	0.875000
1-2784	1	21692988	21693138	+	40.1	0.920	24.000000	315.20	2.15e-51	0.666667	0.375000
1-2740	1	21719364	21719514	+	40.1	0.880	25.000000	58.37	5.82e-34	0.400000	0.200000
1-2700	1	27306667	27306817	-	40.1	0.280	26.000000	262.67	1.69e-49	0.227273	0.588235
1-2410	1	38724531	38724681	+	40.1	0.960	33.000000	157.60	3.35e-44	1.000000	0.000000
1-2703	1	40732548	40732698	-	40.1	0.607	26.000000	5.22	1.59e-10	0.304348	0.312500
1-2786	1	41868271	41868421	-	40.1	0.560	24.000000	143.27	3.25e-43	0.250000	0.611111
1-2787	1	45119688	45119838	-	40.1	0.577	24.000000	18.54	2.28e-22	0.500000	0.636364
1-2790	1	65490489	65490639	+	40.1	0.640	24.000000	121.23	1.74e-41	0.666667	0.500000
1-2791	1	66506418	66506568	+	40.1	0.560	24.000000	3152.00	2.31e-75	0.625000	0.555556
1-2792	1	71155311	71155461	-	40.1	0.960	24.000000	68.52	1.32e-35	1.000000	0.000000
1-2661	1	86440529	86440679	+	40.1	0.960	27.000000	262.67	1.69e-49	0.750000	1.000000
1-2793	1	87611306	87611456	-	40.1	0.480	24.000000	315.20	2.15e-51	0.875000	0.333333
1-2795	1	92520789	92520939	+	40.1	0.840	24.000000	112.57	1.01e-40	0.833333	0.750000
1-2748	1	104477428	104477578	+	40.1	0.360	25.000000	788.00	6.35e-61	0.285714	0.533333
1-2750	1	125403113	125403263	-	40.1	0.560	25.000000	394.00	1.03e-53	0.304348	0.687500
1-2751	1	138923520	138923670	-	40.1	0.440	25.000000	315.20	2.15e-51	0.208333	0.526316
1-2579	1	156558449	156558599	-	40.1	0.640	29.000000	143.27	3.25e-43	0.333333	0.312500
1-2799	1	173331712	173331862	+	40.1	0.680	24.000000	225.14	6.72e-48	0.583333	0.300000
1-2800	1	175928086	175928236	-	40.1	0.840	24.000000	68.52	1.32e-35	0.352941	0.272727
1-2715	1	188960710	188960860	+	40.1	0.520	26.000000	82.95	1.43e-37	0.722222	0.400000
1-2803	1	190427884	190428034	-	40.1	0.960	24.000000	3152.00	2.31e-75	1.000000	0.000000
1-2673	1	193552616	193552766	+	40.1	0.600	27.000000	315.20	2.15e-51	0.500000	0.833333
1-2755	1	196462507	196462657	-	40.1	0.880	25.000000	18.33	2.98e-22	0.791667	0.000000
1-2756	1	197497852	197498002	-	40.1	0.720	25.000000	157.60	3.35e-44	0.900000	0.000000
1-2806	1	201882284	201882434	+	40.1	0.400	24.000000	525.33	1.05e-56	0.590909	0.666667
1-2807	1	202683103	202683253	+	40.1	0.680	24.000000	225.14	6.72e-48	0.375000	0.666667
1-2808	1	208589649	208589799	-	40.1	0.640	24.000000	5.67	3.09e-11	0.416667	0.214286
1-2719	1	214284585	214284735	+	40.1	0.760	26.000000	262.67	1.69e-49	0.541667	0.545455
1-2810	1	222535020	222535170	-	40.1	0.720	24.000000	525.33	1.05e-56	0.875000	1.000000
1-2811	1	225560248	225560398	+	40.1	0.280	24.000000	4.15	1.28e-08	0.291667	0.823529
1-2812	1	230272829	230272979	-	40.1	0.840	24.000000	788.00	6.35e-61	0.916667	1.000000
1-2813	1	232397403	232397553	-	40.1	0.880	24.000000	3152.00	2.31e-75	0.608696	0.222222
1-2763	1	238523358	238523508	-	40.1	0.577	25.000000	5.92	1.27e-11	0.565217	0.500000
1-2817	1	258863336	258863486	+	40.1	0.520	24.000000	315.20	2.15e-51	0.291667	0.588235
1-2766	1	264233109	264233259	-	40.1	0.840	25.000000	525.33	1.05e-56	0.380952	0.538462
1-2821	1	265045668	265045818	-	40.1	0.960	24.000000	3152.00	2.31e-75	1.000000	0.000000
1-2822	1	266162012	266162162	+	40.1	0.846	24.000000	5.34	1.00e-10	0.266667	0.454545
1-2824	1	271979036	271979186	+	40.1	0.960	24.000000	3152.00	2.31e-75	1.000000	0.000000
1-2771	1	277807471	277807621	+	40.1	0.440	25.000000	4.37	4.90e-09	0.166667	0.300000
1-2772	1	285707157	285707307	+	40.1	0.800	25.000000	87.56	3.97e-38	0.375000	0.400000
1-2733	1	292357677	292357827	-	40.1	0.720	26.000000	131.33	2.58e-42	0.666667	0.250000
1-2830	1	295961811	295961961	-	40.1	0.600	24.000000	1576.00	3.84e-68	0.416667	0.642857
1-2831	1	296847857	296848007	+	40.1	0.960	24.000000	525.33	1.05e-56	1.000000	0.000000
1-2832	1	297832262	297832412	-	40.1	0.600	24.000000	87.56	3.97e-38	0.625000	1.000000
1-2775	1	298813858	298814008	+	40.1	0.320	25.000000	105.07	5.22e-40	0.380952	0.846154
1-2833	1	300523439	300523589	-	40.1	0.920	24.000000	788.00	6.35e-61	0.625000	0.111111
10-1136	10	7125687	7125837	+	40.1	0.320	25.000000	52.53	6.97e-33	0.208333	0.473684
10-1067	10	25988291	25988441	-	40.1	0.643	29.000000	46.35	1.32e-31	0.727273	0.333333
10-1153	10	27959252	27959402	-	40.1	0.560	24.000000	3152.00	2.31e-75	0.375000	0.333333
10-1154	10	37545790	37545940	+	40.1	0.920	24.000000	1576.00	3.84e-68	0.391304	0.142857
10-1105	10	76658623	76658773	-	40.1	0.480	27.000000	24.62	3.28e-25	0.545455	0.500000
10-1141	10	91694745	91694895	-	40.1	0.400	25.000000	315.20	2.15e-51	0.666667	0.600000
10-1143	10	109152026	109152176	+	40.1	0.960	25.000000	7.40	1.33e-13	1.000000	0.000000
10-1144	10	111330093	111330243	-	40.1	0.692	25.000000	225.14	6.72e-48	0.583333	0.200000
10-1134	10	146689762	146689912	-	40.1	0.640	26.000000	394.00	1.03e-53	0.681818	0.714286
10-1053	10	147367104	147367254	+	40.1	0.840	31.000000	197.00	1.63e-46	0.833333	0.250000
2-1961	2	1042596	1042746	+	40.1	0.880	24.000000	13.95	1.41e-19	0.956522	1.000000
2-1884	2	3119620	3119770	-	40.1	0.520	26.000000	68.52	1.32e-35	0.590909	0.555556
2-1924	2	4519573	4519723	-	40.1	0.462	25.000000	121.23	1.74e-41	0.571429	0.333333
2-1963	2	4825768	4825918	+	40.1	0.960	24.000000	105.07	5.22e-40	0.958333	1.000000
2-1964	2	7276901	7277051	-	40.1	0.520	24.000000	3152.00	2.31e-75	0.833333	0.500000
2-1965	2	10484237	10484387	-	40.1	0.360	24.000000	54.34	3.14e-33	0.238095	0.437500
2-1887	2	10503909	10504059	-	40.1	0.600	26.000000	22.20	3.72e-24	0.750000	1.000000
2-1929	2	12034373	12034523	-	40.1	0.462	25.000000	157.60	3.35e-44	0.583333	0.400000
2-1966	2	14625149	14625299	+	40.1	0.200	24.000000	9.38	8.59e-16	0.285714	0.266667
2-1968	2	17093545	17093695	+	40.1	0.960	24.000000	525.33	1.05e-56	1.000000	0.000000
2-1933	2	18623364	18623514	+	40.1	0.640	25.000000	92.71	1.02e-38	0.666667	0.500000
2-1830	2	18866244	18866394	+	40.1	0.778	28.000000	43.78	5.06e-31	0.500000	0.615385
2-1934	2	19949109	19949259	-	40.1	0.880	25.000000	394.00	1.03e-53	0.833333	1.000000
2-1937	2	22416215	22416365	+	40.1	0.720	25.000000	9.38	8.59e-16	0.520000	0.750000
2-1971	2	35060133	35060283	+	40.1	0.400	24.000000	315.20	2.15e-51	0.318182	0.466667
2-1976	2	63266347	63266497	-	40.1	0.840	24.000000	525.33	1.05e-56	0.875000	0.000000
2-1977	2	65669067	65669217	+	40.1	0.640	24.000000	12.71	1.11e-18	0.260870	0.705882
2-1978	2	79398789	79398939	+	40.1	0.520	24.000000	143.27	3.25e-43	0.250000	0.888889
2-1979	2	111753829	111753979	-	40.1	0.760	24.000000	315.20	2.15e-51	0.695652	0.714286
2-1899	2	136739993	136740143	+	40.1	0.920	26.000000	225.14	6.72e-48	0.750000	0.000000
2-1981	2	150781735	150781885	-	40.1	0.840	24.000000	7.65	6.60e-14	0.541667	0.181818
2-1982	2	155127341	155127491	+	40.1	0.160	24.000000	394.00	1.03e-53	0.190476	0.352941
2-1983	2	172156739	172156889	+	40.1	0.480	24.000000	315.20	2.15e-51	0.458333	0.307692
2-1946	2	181760174	181760324	+	40.1	0.960	25.000000	315.20	2.15e-51	0.333333	0.583333
2-1985	2	183279280	183279430	+	40.1	0.440	24.000000	525.33	1.05e-56	0.291667	0.647059
2-1986	2	183377715	183377865	-	40.1	0.680	24.000000	394.00	1.03e-53	0.958333	0.000000
2-1987	2	185870531	185870681	+	40.1	0.960	24.000000	1576.00	3.84e-68	1.000000	0.000000
2-1988	2	186019507	186019657	+	40.1	0.960	24.000000	394.00	1.03e-53	0.590909	0.444444
2-1843	2	187777104	187777254	-	40.1	0.520	28.000000	24.25	4.69e-25	0.565217	1.000000
2-1907	2	189054291	189054441	+	40.1	0.600	26.000000	52.53	6.97e-33	0.625000	0.555556
2-1949	2	192468705	192468855	-	40.1	0.920	25.000000	394.00	1.03e-53	0.958333	0.000000
2-1991	2	200402986	200403136	+	40.1	0.640	24.000000	1576.00	3.84e-68	0.458333	0.153846
2-1992	2	204171009	204171159	+	40.1	0.960	24.000000	39.40	5.97e-30	0.875000	0.000000
2-1993	2	204592022	204592172	+	40.1	0.960	24.000000	82.95	1.43e-37	1.000000	0.000000
2-1994	2	204738313	204738463	-	40.1	0.920	24.000000	525.33	1.05e-56	0.625000	0.222222
2-1996	2	211019947	211020097	+	40.1	0.920	24.000000	1576.00	3.84e-68	0.958333	1.000000
2-1997	2	212396474	212396624	-	40.1	0.600	24.000000	262.67	1.69e-49	0.208333	0.526316
2-1998	2	213216532	213216682	-	40.1	0.840	24.000000	143.27	3.25e-43	0.416667	0.428571
2-1999	2	213833391	213833541	-	40.1	0.800	24.000000	6.71	1.02e-12	0.416667	0.428571
2-2000	2	215758654	215758804	-	40.1	0.760	24.000000	788.00	6.35e-61	0.260870	0.411765
2-1954	2	217491168	217491318	+	40.1	0.640	25.000000	12.31	2.25e-18	0.500000	0.166667
2-2004	2	222972675	222972825	-	40.1	0.920	24.000000	3152.00	2.31e-75	0.958333	0.000000
2-1881	2	230104886	230105036	-	40.1	0.960	27.000000	75.05	1.53e-36	0.958333	0.000000
2-1959	2	233311556	233311706	+	40.1	0.640	25.000000	14.73	4.15e-20	0.958333	1.000000
2-2006	2	236197645	236197795	+	40.1	0.240	24.000000	315.20	2.15e-51	0.388889	0.272727
3-1894	3	2078708	2078858	-	40.1	0.500	24.000000	40.41	3.30e-30	0.458333	0.384615
3-1859	3	4542058	4542208	+	40.1	0.960	25.000000	131.33	2.58e-42	0.500000	0.166667
3-1860	3	5297233	5297383	-	40.1	0.514	25.000000	8.38	9.55e-15	0.700000	0.333333
3-1900	3	8976774	8976924	+	40.1	0.920	24.000000	40.41	3.30e-30	0.833333	0.000000
3-1901	3	10095485	10095635	+	40.1	0.800	24.000000	157.60	3.35e-44	0.416667	0.642857
3-1821	3	23104414	23104564	-	40.1	0.840	26.000000	394.00	1.03e-53	0.840000	1.000000
3-1904	3	34371618	34371768	+	40.1	0.600	24.000000	143.27	3.25e-43	0.722222	0.400000
3-1905	3	43226965	43227115	+	40.1	0.519	24.000000	4.27	7.39e-09	0.458333	0.538462
3-1867	3	52454165	52454315	-	40.1	0.560	25.000000	121.23	1.74e-41	0.458333	1.000000
3-1870	3	88484894	88485044	+	40.1	0.840	25.000000	394.00	1.03e-53	0.916667	0.000000
3-1801	3	88541381	88541531	-	40.1	0.741	27.000000	6.76	8.56e-13	0.363636	0.285714
3-1909	3	114223115	114223265	-	40.1	0.960	24.000000	3152.00	2.31e-75	1.000000	0.000000
3-1873	3	128957815	128957965	+	40.1	0.360	25.000000	54.34	3.14e-33	0.391304	0.142857
3-1828	3	129332557	129332707	-	40.1	0.760	26.000000	262.67	1.69e-49	0.375000	0.666667
3-1910	3	141002913	141003063	+	40.1	0.680	24.000000	788.00	6.35e-61	0.333333	0.562500
3-1911	3	141514864	141515014	+	40.1	0.320	24.000000	121.23	1.74e-41	0.666667	0.750000
3-1913	3	157094700	157094850	+	40.1	0.920	24.000000	11.26	1.62e-17	0.687500	0.000000
3-1914	3	161412652	161412802	-	40.1	0.960	24.000000	197.00	1.63e-46	0.708333	1.000000
3-1831	3	163681661	163681811	+	40.1	0.560	26.000000	525.33	1.05e-56	0.166667	0.750000
3-1916	3	171471017	171471167	+	40.1	0.960	24.000000	525.33	1.05e-56	0.416667	0.500000
3-1881	3	176346354	176346504	+	40.1	0.720	25.000000	315.20	2.15e-51	0.791667	0.000000
3-1919	3	178058821	178058971	-	40.1	0.960	24.000000	5.13	2.19e-10	0.761905	0.600000
3-1726	3	179167727	179167877	-	40.1	0.481	30.000000	6.11	6.87e-12	0.304348	0.312500
3-1921	3	186852748	186852898	-	40.1	0.920	24.000000	394.00	1.03e-53	0.958333	1.000000
3-1923	3	191054612	191054762	+	40.1	0.960	24.000000	788.00	6.35e-61	0.791667	0.800000
3-1755	3	198590080	198590230	+	40.1	0.960	29.000000	225.14	6.72e-48	0.791667	0.000000
3-1924	3	199311584	199311734	+	40.1	0.720	24.000000	525.33	1.05e-56	0.416667	0.714286
3-1925	3	200265221	200265371	-	40.1	0.880	24.000000	315.20	2.15e-51	0.916667	0.500000
3-1846	3	201402723	201402873	-	40.1	0.280	26.000000	157.60	3.35e-44	0.250000	0.500000
3-1927	3	202506641	202506791	+	40.1	0.520	24.000000	10.30	1.13e-16	0.416667	0.500000
3-1928	3	206496351	206496501	-	40.1	0.560	24.000000	82.95	1.43e-37	0.541667	0.000000
3-1930	3	213977710	213977860	+	40.1	0.880	24.000000	15.92	7.22e-21	0.791667	0.400000
3-1762	3	219556229	219556379	+	40.1	0.800	29.000000	143.27	3.25e-43	0.600000	0.400000
3-1934	3	220366189	220366339	+	40.1	0.840	24.000000	225.14	6.72e-48	0.458333	0.461538
3-1816	3	220928365	220928515	+	40.1	0.640	27.000000	52.53	6.97e-33	1.000000	0.000000
3-1935	3	220940289	220940439	-	40.1	0.722	24.000000	175.11	2.71e-45	0.375000	0.666667
3-1854	3	223392524	223392674	+	40.1	0.320	26.000000	131.33	2.58e-42	0.333333	0.500000
3-1938	3	224088032	224088182	+	40.1	0.240	24.000000	225.14	6.72e-48	0.461538	0.428571
3-1891	3	227505393	227505543	-	40.1	0.800	25.000000	112.57	1.01e-40	0.833333	0.250000
4-1731	4	814076	814226	-	40.1	0.880	24.000000	1576.00	3.84e-68	0.916667	0.000000
4-1605	4	3113419	3113569	+	40.1	0.920	28.000000	21.01	1.31e-23	0.454545	0.583333
4-1732	4	5400906	5401056	-	40.1	0.800	24.000000	175.11	2.71e-45	0.291667	0.647059
4-1734	4	33846480	33846630	+	40.1	0.960	24.000000	3152.00	2.31e-75	0.608696	0.333333
4-1706	4	34686519	34686669	+	40.1	0.680	25.000000	262.67	1.69e-49	0.500000	0.333333
4-1675	4	43620143	43620293	-	40.1	0.760	26.000000	315.20	2.15e-51	0.826087	0.750000
4-1735	4	46450647	46450797	+	40.1	0.960	24.000000	1576.00	3.84e-68	0.916667	1.000000
4-1676	4	62819203	62819353	+	40.1	0.370	26.000000	68.52	1.32e-35	0.173913	0.526316
4-1737	4	73524255	73524405	-	40.1	0.520	24.000000	3152.00	2.31e-75	0.217391	0.722222
4-1738	4	82177139	82177289	+	40.1	0.600	24.000000	1576.00	3.84e-68	0.375000	0.400000
4-1712	4	105122502	105122652	+	40.1	0.960	25.000000	262.67	1.69e-49	0.916667	0.500000
4-1561	4	149863031	149863181	-	40.1	0.640	30.000000	112.57	1.01e-40	0.727273	1.000000
4-1619	4	152458827	152458977	+	40.1	0.922	28.000000	25.84	1.09e-25	0.416667	0.500000
4-1716	4	154075716	154075866	-	40.1	0.600	25.000000	525.33	1.05e-56	0.208333	0.421053
4-1684	4	163923070	163923220	+	40.1	0.840	26.000000	98.50	2.42e-39	0.500000	0.454545
4-1742	4	172046926	172047076	-	40.1	0.960	24.000000	7.16	2.61e-13	0.444444	0.700000
4-1719	4	177357495	177357645	+	40.1	0.880	25.000000	63.04	9.47e-35	0.913043	0.500000
4-1743	4	179641813	179641963	-	40.1	0.320	24.000000	315.20	2.15e-51	0.666667	0.750000
4-1744	4	180653959	180654109	+	40.1	0.920	24.000000	143.27	3.25e-43	0.875000	0.000000
4-1720	4	181290200	181290350	-	40.1	0.600	25.000000	82.95	1.43e-37	0.500000	0.200000
4-1747	4	188589428	188589578	-	40.1	0.840	24.000000	3152.00	2.31e-75	0.250000	0.388889
4-1749	4	195197905	195198055	-	40.1	0.640	24.000000	3152.00	2.31e-75	0.333333	0.750000
4-1724	4	195932432	195932582	+	40.1	0.960	25.000000	394.00	1.03e-53	0.565217	0.400000
4-1725	4	198952910	198953060	-	40.1	0.800	25.000000	6.38	2.83e-12	0.625000	0.444444
4-1573	4	214309844	214309994	-	40.1	0.960	30.000000	65.67	3.61e-35	0.541667	0.181818
4-1751	4	222777249	222777399	-	40.1	0.880	24.000000	78.80	4.82e-37	0.388889	0.454545
4-1633	4	227260802	227260952	-	40.1	0.840	28.000000	225.14	6.72e-48	0.583333	0.300000
4-1754	4	228657639	228657789	-	40.1	0.840	24.000000	3152.00	2.31e-75	0.875000	0.666667
5-2133	5	3103664	3103814	-	40.1	0.360	24.000000	525.33	1.05e-56	0.391304	0.500000
5-1926	5	4947036	4947186	-	40.1	0.280	30.000000	33.53	2.57e-28	0.230769	0.600000
5-2135	5	18603969	18604119	+	40.1	0.840	24.000000	394.00	1.03e-53	0.826087	0.750000
5-2104	5	19933484	19933634	-	40.1	0.560	25.000000	121.23	1.74e-41	0.608696	0.111111
5-2137	5	23848913	23849063	+	40.1	0.440	24.000000	315.20	2.15e-51	0.541667	0.363636
5-2138	5	28132052	28132202	-	40.1	0.920	24.000000	525.33	1.05e-56	0.958333	0.000000
5-2107	5	35300125	35300275	-	40.1	0.960	25.000000	197.00	1.63e-46	1.000000	0.000000
5-2066	5	41576753	41576903	-	40.1	0.640	26.000000	105.07	5.22e-40	0.500000	0.416667
5-2140	5	46972923	46973073	+	40.1	0.800	24.000000	1576.00	3.84e-68	0.833333	1.000000
5-2111	5	57456864	57457014	-	40.1	0.885	25.000000	98.50	2.42e-39	0.708333	0.428571
5-2141	5	63652239	63652389	-	40.1	0.400	24.000000	143.27	3.25e-43	0.541667	0.545455
5-2142	5	71873659	71873809	+	40.1	0.769	24.000000	225.14	6.72e-48	0.750000	1.000000
5-2144	5	76975742	76975892	-	40.1	0.840	24.000000	525.33	1.05e-56	0.750000	0.333333
5-2145	5	85425421	85425571	+	40.1	0.960	24.000000	197.00	1.63e-46	0.958333	1.000000
5-2077	5	87072639	87072789	+	40.1	0.750	26.000000	225.14	6.72e-48	0.541667	0.909091
5-2146	5	87955692	87955842	+	40.1	0.800	24.000000	788.00	6.35e-61	0.750000	0.333333
5-2078	5	144619654	144619804	+	40.1	0.400	26.000000	98.50	2.42e-39	0.526316	0.777778
5-2150	5	159963854	159964004	+	40.1	0.360	24.000000	175.11	2.71e-45	0.428571	0.500000
5-2153	5	182623277	182623427	-	40.1	0.640	24.000000	3152.00	2.31e-75	0.583333	0.600000
5-2154	5	186729294	186729444	+	40.1	0.781	24.000000	25.02	2.28e-25	0.250000	0.277778
5-2155	5	191171355	191171505	+	40.1	0.440	24.000000	14.20	9.44e-20	0.208333	0.684211
5-2126	5	191730889	191731039	+	40.1	0.400	25.000000	197.00	1.63e-46	0.458333	0.307692
5-2088	5	193495263	193495413	+	40.1	0.800	26.000000	13.59	2.53e-19	0.416667	0.571429
5-2018	5	203670390	203670540	+	40.1	0.840	28.000000	28.65	9.91e-27	1.000000	0.000000
5-2159	5	208949743	208949893	-	40.1	0.840	24.000000	175.11	2.71e-45	0.956522	1.000000
5-2160	5	210206273	210206423	-	40.1	0.960	24.000000	315.20	2.15e-51	0.958333	1.000000
5-2161	5	212695848	212695998	+	40.1	0.640	24.000000	175.11	2.71e-45	0.541667	0.090909
5-2130	5	213308816	213308966	-	40.1	0.846	25.000000	121.23	1.74e-41	0.750000	0.833333
5-2162	5	213398310	213398460	+	40.1	0.840	24.000000	38.44	1.06e-29	1.000000	0.000000
6-1417	6	8143877	8144027	-	40.1	0.840	25.000000	6.04	8.69e-12	0.666667	0.500000
6-1447	6	21889102	21889252	-	40.1	0.400	24.000000	131.33	2.58e-42	0.785714	0.000000
6-1419	6	38792347	38792497	-	40.1	0.923	25.000000	5.51	5.43e-11	0.750000	0.166667
6-1450	6	42750832	42750982	+	40.1	0.480	24.000000	1576.00	3.84e-68	0.500000	0.666667
6-1451	6	46936539	46936689	+	40.1	0.720	24.000000	315.20	2.15e-51	0.750000	0.666667
6-1253	6	84390680	84390830	-	40.1	0.920	33.000000	45.03	2.61e-31	0.428571	0.750000
6-1453	6	85584133	85584283	-	40.1	0.640	24.000000	12.22	2.68e-18	0.708333	0.285714
6-1407	6	93875296	93875446	-	40.1	0.960	26.000000	105.07	5.22e-40	0.421053	0.909091
6-1424	6	95636725	95636875	+	40.1	0.800	25.000000	5.63	3.56e-11	0.500000	0.833333
6-1454	6	98105431	98105581	+	40.1	0.440	24.000000	92.71	1.02e-38	0.526316	0.111111
6-1426	6	116523870	116524020	-	40.1	0.640	25.000000	394.00	1.03e-53	0.666667	0.375000
6-1458	6	129977881	129978031	-	40.1	0.960	24.000000	788.00	6.35e-61	0.958333	1.000000
6-1430	6	130190406	130190556	-	40.1	0.960	25.000000	1576.00	3.84e-68	1.000000	0.000000
6-1387	6	143016834	143016984	-	40.1	0.192	27.000000	68.52	1.32e-35	0.200000	0.450000
6-1437	6	146189891	146190041	-	40.1	0.880	25.000000	1576.00	3.84e-68	0.956522	0.000000
6-1461	6	155448004	155448154	-	40.1	0.880	24.000000	157.60	3.35e-44	0.739130	0.500000
6-1351	6	155862403	155862553	-	40.1	0.800	29.000000	39.40	5.97e-30	0.833333	0.000000
6-1416	6	161408669	161408819	+	40.1	0.259	26.000000	197.00	1.63e-46	0.375000	0.800000
6-1462	6	161859067	161859217	-	40.1	0.520	24.000000	30.90	1.72e-27	0.250000	0.555556
6-1463	6	162339172	162339322	-	40.1	0.960	24.000000	394.00	1.03e-53	1.000000	0.000000
6-1442	6	163209695	163209845	+	40.1	0.480	25.000000	68.52	1.32e-35	0.611111	0.714286
6-1466	6	163376493	163376643	-	40.1	0.480	24.000000	525.33	1.05e-56	0.363636	0.642857
6-1467	6	164786615	164786765	-	40.1	0.320	24.000000	105.07	5.22e-40	0.380952	0.769231
6-1443	6	165305189	165305339	-	40.1	0.680	25.000000	525.33	1.05e-56	0.625000	0.111111
6-1468	6	168028361	168028511	-	40.1	0.920	24.000000	225.14	6.72e-48	0.541667	0.000000
7-1418	7	8527130	8527280	-	40.1	0.720	24.000000	24.25	4.69e-25	0.291667	0.235294
7-1389	7	13614406	13614556	-	40.1	0.800	25.000000	788.00	6.35e-61	0.833333	0.000000
7-1422	7	24381513	24381663	+	40.1	0.960	24.000000	525.33	1.05e-56	1.000000	0.000000
7-1392	7	27024365	27024515	+	40.1	0.720	25.000000	175.11	2.71e-45	0.291667	0.705882
7-1424	7	46308523	46308673	-	40.1	0.920	24.000000	3152.00	2.31e-75	0.416667	0.357143
7-1396	7	77625184	77625334	-	40.1	0.800	25.000000	315.20	2.15e-51	0.875000	1.000000
7-1371	7	92417468	92417618	+	40.1	0.840	26.000000	121.23	1.74e-41	0.666667	0.500000
7-1375	7	124253162	124253312	-	40.1	0.857	26.000000	4.50	2.73e-09	0.333333	0.750000
7-1403	7	133413187	133413337	-	40.1	0.400	25.000000	143.27	3.25e-43	0.416667	0.642857
7-1381	7	140045801	140045951	-	40.1	0.960	26.000000	262.67	1.69e-49	1.000000	0.000000
7-1404	7	141923833	141923983	-	40.1	0.840	25.000000	131.33	2.58e-42	0.875000	0.333333
7-1382	7	143450191	143450341	-	40.1	0.800	26.000000	13.24	4.46e-19	0.375000	0.600000
7-1406	7	143910043	143910193	-	40.1	0.923	25.000000	262.67	1.69e-49	1.000000	0.000000
7-1328	7	144571595	144571745	-	40.1	0.720	28.000000	28.65	9.91e-27	0.695652	0.571429
7-1407	7	145118329	145118479	+	40.1	0.800	25.000000	788.00	6.35e-61	0.541667	0.909091
7-1434	7	158406084	158406234	-	40.1	0.462	24.000000	13.59	2.53e-19	0.434783	0.230769
7-1435	7	162815183	162815333	-	40.1	0.840	24.000000	197.00	1.63e-46	0.173913	0.526316
7-1438	7	166739760	166739910	-	40.1	0.846	24.000000	11.76	6.20e-18	0.500000	0.166667
7-1439	7	168847945	168848095	+	40.1	0.846	24.000000	4.41	3.97e-09	0.521739	0.272727
8-1521	8	4800880	4801030	+	40.1	0.920	24.000000	3152.00	2.31e-75	0.583333	0.900000
8-1319	8	15986088	15986238	+	40.1	0.880	34.000000	47.76	6.56e-32	0.913043	0.500000
8-1526	8	27220965	27221115	-	40.1	0.440	24.000000	225.14	6.72e-48	0.166667	0.500000
8-1529	8	56736006	56736156	+	40.1	0.960	24.000000	7.07	3.46e-13	1.000000	0.000000
8-1530	8	57041182	57041332	-	40.1	0.920	24.000000	788.00	6.35e-61	0.916667	0.500000
8-1531	8	62789990	62790140	-	40.1	0.680	24.000000	9.33	9.76e-16	0.208333	0.315789
8-1532	8	72148068	72148218	-	40.1	0.720	24.000000	12.31	2.25e-18	0.304348	0.625000
8-1533	8	96332706	96332856	-	40.1	0.920	24.000000	75.05	1.53e-36	0.958333	1.000000
8-1534	8	111230972	111231122	-	40.1	0.680	24.000000	788.00	6.35e-61	0.791667	0.600000
8-1464	8	119590594	119590744	-	40.1	0.680	27.000000	68.52	1.32e-35	0.944444	0.000000
8-1507	8	130869134	130869284	+	40.1	0.741	25.000000	6.41	2.61e-12	0.320000	0.411765
8-1508	8	131072917	131073067	-	40.1	0.920	25.000000	1576.00	3.84e-68	0.333333	0.625000
8-1538	8	149519629	149519779	-	40.1	0.440	24.000000	121.23	1.74e-41	0.416667	0.428571
8-1541	8	151680635	151680785	-	40.1	0.760	24.000000	394.00	1.03e-53	0.454545	0.500000
8-1542	8	158298962	158299112	+	40.1	0.840	24.000000	788.00	6.35e-61	0.708333	0.714286
8-1544	8	161409329	161409479	+	40.1	0.880	24.000000	788.00	6.35e-61	0.250000	0.444444
8-1545	8	165109911	165110061	-	40.1	0.480	24.000000	32.16	6.79e-28	0.611111	0.142857
8-1546	8	165426200	165426350	-	40.1	0.960	24.000000	30.90	1.72e-27	0.363636	0.357143
